Date,Year-ended non-farm average earnings per hour growth,Year-ended non-farm labour productivity per hour growth,GDPGrowth,Year-ended household consumption growth,Year-ended dwelling investment growth,Year-ended business investment growth,Year-ended public demand growth,Year-ended domestic final demand growth,Changes in inventories,Changes in inventories contribution to GDP year-ended growth,Year-ended gross national expenditure growth,Household consumption share of output,Dwelling investment share of output,Business investment share of output,Public demand share of output,Private non-financial corporations GOS share of output,Year-ended real household disposable income growth,Household saving ratio,Year-ended inflation,Year-ended inflation target,Year-ended trimmed mean inflation,Year-ended trimmed mean inflation taget,Quarterly inflation,Quarterly inflation annualised,Quarterly inflation annualised target,Quarterly trimmed mean inflation,Quarterly trimmed mean inflation annualised,Quarterly trimmed mean inflation annualised target,Business inflation expectations 3-months ahead,Interest rate,IntRateChange,USDAUD,TWI,Unemployment rate,Unemployment rate trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio,Consumer Sentiment,GDPGrowth_LAG_1,GDPGrowth_DELTA_1,GDPGrowth_LAG_3,GDPGrowth_DELTA_3,GDPGrowth_LAG_6,GDPGrowth_DELTA_6,GDPGrowth_LAG_12,GDPGrowth_DELTA_12,Year-ended inflation_LAG_1,Year-ended inflation_DELTA_1,Year-ended inflation_LAG_3,Year-ended inflation_DELTA_3,Year-ended inflation_LAG_6,Year-ended inflation_DELTA_6,Year-ended inflation_LAG_12,Year-ended inflation_DELTA_12,Year-ended inflation target_LAG_1,Year-ended inflation target_DELTA_1,Year-ended inflation target_LAG_3,Year-ended inflation target_DELTA_3,Year-ended inflation target_LAG_6,Year-ended inflation target_DELTA_6,Year-ended inflation target_LAG_12,Year-ended inflation target_DELTA_12,Year-ended trimmed mean inflation_LAG_1,Year-ended trimmed mean inflation_DELTA_1,Year-ended trimmed mean inflation_LAG_3,Year-ended trimmed mean inflation_DELTA_3,Year-ended trimmed mean inflation_LAG_6,Year-ended trimmed mean inflation_DELTA_6,Year-ended trimmed mean inflation_LAG_12,Year-ended trimmed mean inflation_DELTA_12,Year-ended trimmed mean inflation taget_LAG_1,Year-ended trimmed mean inflation taget_DELTA_1,Year-ended trimmed mean inflation taget_LAG_3,Year-ended trimmed mean inflation taget_DELTA_3,Year-ended trimmed mean inflation taget_LAG_6,Year-ended trimmed mean inflation taget_DELTA_6,Year-ended trimmed mean inflation taget_LAG_12,Year-ended trimmed mean inflation taget_DELTA_12,Quarterly trimmed mean inflation annualised target_LAG_1,Quarterly trimmed mean inflation annualised target_DELTA_1,Quarterly trimmed mean inflation annualised target_LAG_3,Quarterly trimmed mean inflation annualised target_DELTA_3,Quarterly trimmed mean inflation annualised target_LAG_6,Quarterly trimmed mean inflation annualised target_DELTA_6,Quarterly trimmed mean inflation annualised target_LAG_12,Quarterly trimmed mean inflation annualised target_DELTA_12,Interest rate_LAG_1,Interest rate_DELTA_1,Interest rate_LAG_3,Interest rate_DELTA_3,Interest rate_LAG_6,Interest rate_DELTA_6,Interest rate_LAG_12,Interest rate_DELTA_12,IntRateChange_LAG_1,IntRateChange_DELTA_1,IntRateChange_LAG_3,IntRateChange_DELTA_3,IntRateChange_LAG_6,IntRateChange_DELTA_6,IntRateChange_LAG_12,IntRateChange_DELTA_12,Unemployment rate_LAG_1,Unemployment rate_DELTA_1,Unemployment rate_LAG_3,Unemployment rate_DELTA_3,Unemployment rate_LAG_6,Unemployment rate_DELTA_6,Unemployment rate_LAG_12,Unemployment rate_DELTA_12,Average hours worked trend_LAG_1,Average hours worked trend_DELTA_1,Average hours worked trend_LAG_3,Average hours worked trend_DELTA_3,Average hours worked trend_LAG_6,Average hours worked trend_DELTA_6,Average hours worked trend_LAG_12,Average hours worked trend_DELTA_12,Job vacancies_LAG_1,Job vacancies_DELTA_1,Job vacancies_LAG_3,Job vacancies_DELTA_3,Job vacancies_LAG_6,Job vacancies_DELTA_6,Job vacancies_LAG_12,Job vacancies_DELTA_12,Consumer Sentiment_LAG_1,Consumer Sentiment_DELTA_1,Consumer Sentiment_LAG_3,Consumer Sentiment_DELTA_3,Consumer Sentiment_LAG_6,Consumer Sentiment_DELTA_6,Consumer Sentiment_LAG_12,Consumer Sentiment_DELTA_12,IntRateChangeCoded
1/5/1999,3.7,3.4,0.7,6.5,4.7,-1.2,3,5.2,3458,-0.1,5.1,57.6,5.5,13.6,24,14.9,2.6,-1,1.2,-1.3,1.7,-0.8,-0.1,-0.4,-2.9,0.5,2,-0.5,1,4.75,0,0.6415,58.4,7,6.9,1.5,33.8,100.2,87.4,1.1,16,1.6,-0.9,1.6,-0.9,1.9,-1.2,0.6,0.1,1.2,0,1.5,-0.3,1.4,-0.2,-0.1,1.3,-1.3,0,-1,-0.3,-1.1,-0.2,-2.6,1.3,1.7,0,1.7,0,1.9,-0.2,1.7,0,-0.8,0,-0.8,0,-0.6,-0.2,-0.8,0,-0.5,0,-0.9,0.4,-1.3,0.8,-0.5,0,4.75,0,4.75,0,4.75,0,5,-0.25,0,0,0,0,-0.25,0.25,0,0,7,0,7.1,-0.1,7.6,-0.6,7.8,-0.8,33.8,0,33.8,0,33.7,0.1,33.9,-0.1,87.2,13,87.2,13,102,-1.8,104,-3.8,15,1,17,-1,4,12,4,12,0
1/6/1999,3.7,3.4,0.7,6.5,4.7,-1.2,3,5.2,3458,-0.1,5.1,57.6,5.5,13.6,24,14.9,2.6,-1,1.2,-1.3,1.7,-0.8,-0.1,-0.4,-2.9,0.5,2,-0.5,1,4.75,0,0.6665,57.1,6.7,6.9,1.7,33.8,100.2,87.4,1.1,11,0.7,0,1.6,-0.9,1.9,-1.2,0.6,0.1,1.2,0,1.5,-0.3,1.4,-0.2,-0.1,1.3,-1.3,0,-1,-0.3,-1.1,-0.2,-2.6,1.3,1.7,0,1.7,0,1.9,-0.2,1.7,0,-0.8,0,-0.8,0,-0.6,-0.2,-0.8,0,-0.5,0,-0.9,0.4,-1.3,0.8,-0.5,0,4.75,0,4.75,0,4.75,0,5,-0.25,0,0,0,0,0,0,0,0,7,-0.3,7,-0.3,7.2,-0.5,7.8,-1.1,33.8,0,33.8,0,33.7,0.1,33.8,0,100.2,0,87.2,13,102,-1.8,104,-3.8,16,-5,13,-2,2,9,-6,17,0
1/7/1999,3.7,3.4,0.7,6.5,4.7,-1.2,3,5.2,3458,-0.1,5.1,57.6,5.5,13.6,24,14.9,2.6,-1,1,-1.5,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,1.1,4.75,0,0.65,56,6.7,6.8,1.9,33.8,100.2,87.4,1.1,12,0.7,0,1.6,-0.9,1.9,-1.2,0.6,0.1,1.2,-0.2,1.2,-0.2,1.5,-0.5,0.7,0.3,-1.3,-0.2,-1.3,-0.2,-1,-0.5,-1.8,0.3,1.7,0,1.7,0,1.7,0,1.9,-0.2,-0.8,0,-0.8,0,-0.8,0,-0.6,-0.2,-0.5,-0.4,-0.5,-0.4,-0.9,0,-0.5,-0.4,4.75,0,4.75,0,4.75,0,5,-0.25,0,0,0,0,0,0,0,0,6.7,0,7,-0.3,7.1,-0.4,8,-1.3,33.8,0,33.8,0,33.8,0,33.8,0,100.2,0,87.2,13,102,-1.8,104,-3.8,11,1,15,-3,17,-5,0,12,0
1/8/1999,4.7,3.7,0.3,5.5,2.4,5.3,6,5.6,3178,0.3,6.1,58,5.5,13.7,24.2,14,6,2,1,-1.5,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,1.1,4.75,0,0.639,57,6.9,6.8,2.2,33.9,106.9,92.3,1.1,9,0.7,-0.4,0.7,-0.4,1.6,-1.3,1,-0.7,1,0,1.2,-0.2,1.5,-0.5,0.7,0.3,-1.5,0,-1.3,-0.2,-1,-0.5,-1.8,0.3,1.7,0,1.7,0,1.7,0,1.9,-0.2,-0.8,0,-0.8,0,-0.8,0,-0.6,-0.2,-0.9,0,-0.5,-0.4,-0.9,0,-0.5,-0.4,4.75,0,4.75,0,4.75,0,5,-0.25,0,0,0,0,0,0,0,0,6.7,0.2,7,-0.1,7.1,-0.2,7.8,-0.9,33.8,0.1,33.8,0.1,33.8,0.1,33.7,0.2,100.2,6.7,100.2,6.7,87.2,19.7,89.8,17.1,12,-3,16,-7,17,-8,1,8,0
1/9/1999,4.7,3.7,0.3,5.5,2.4,5.3,6,5.6,3178,0.3,6.1,58,5.5,13.7,24.2,14,6,2,1,-1.5,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,1.1,4.75,0,0.654,55.7,7,6.8,2.6,34,106.9,92.3,1.1,12,0.3,0,0.7,-0.4,1.6,-1.3,1,-0.7,1,0,1.2,-0.2,1.5,-0.5,0.7,0.3,-1.5,0,-1.3,-0.2,-1,-0.5,-1.8,0.3,1.7,0,1.7,0,1.7,0,1.9,-0.2,-0.8,0,-0.8,0,-0.8,0,-0.6,-0.2,-0.9,0,-0.5,-0.4,-0.9,0,-0.5,-0.4,4.75,0,4.75,0,4.75,0,5,-0.25,0,0,0,0,0,0,0,0,6.9,0.1,6.7,0.3,7,0,7.6,-0.6,33.9,0.1,33.8,0.2,33.8,0.2,33.7,0.3,106.9,0,100.2,6.7,87.2,19.7,89.8,17.1,9,3,11,1,13,-1,0,12,0
1/10/1999,4.7,3.7,0.3,5.5,2.4,5.3,6,5.6,3178,0.3,6.1,58,5.5,13.7,24.2,14,6,2,1.8,-0.7,2.1,-0.4,0.9,3.6,1.1,0.8,3.2,0.7,1.2,5,0.25,0.6382,55.3,6.8,6.8,3,34,106.9,92.3,1.1,13,0.3,0,0.7,-0.4,1.6,-1.3,1,-0.7,1,0.8,1,0.8,1.2,0.6,1.4,0.4,-1.5,0.8,-1.5,0.8,-1.3,0.6,-1.1,0.4,1.7,0.4,1.7,0.4,1.7,0.4,1.9,0.2,-0.8,0.4,-0.8,0.4,-0.8,0.4,-0.6,0.2,-0.9,1.6,-0.9,1.6,-0.5,1.2,-1.3,2,4.75,0.25,4.75,0.25,4.75,0.25,5,0,0,0.25,0,0.25,0,0.25,0,0.25,7,-0.2,6.7,0.1,7,-0.2,7.3,-0.5,34,0,33.8,0.2,33.8,0.2,33.7,0.3,106.9,0,100.2,6.7,87.2,19.7,89.8,17.1,12,1,12,1,15,-2,0,13,1
1/11/1999,3.4,2,1.1,4.6,4.1,9.1,2.5,5,2693,0.4,5.6,57.9,5.7,14,23.6,14,3.5,0.9,1.8,-0.7,2.1,-0.4,0.9,3.6,1.1,0.8,3.2,0.7,1.2,5,0,0.6354,56.4,6.4,6.7,3.2,34.1,109.6,94.2,1.2,13,0.3,0.8,0.3,0.8,0.7,0.4,1.9,-0.8,1.8,0,1,0.8,1.2,0.6,1.4,0.4,-0.7,0,-1.5,0.8,-1.3,0.6,-1.1,0.4,2.1,0,1.7,0.4,1.7,0.4,1.9,0.2,-0.4,0,-0.8,0.4,-0.8,0.4,-0.6,0.2,0.7,0,-0.9,1.6,-0.5,1.2,-1.3,2,5,0,4.75,0.25,4.75,0.25,4.75,0.25,0.25,-0.25,0,0,0,0,-0.25,0.25,6.8,-0.4,6.9,-0.5,7,-0.6,7.6,-1.2,34,0.1,33.9,0.2,33.8,0.3,33.7,0.4,106.9,2.7,106.9,2.7,100.2,9.4,102,7.6,13,0,9,4,16,-3,4,9,0
1/12/1999,3.4,2,1.1,4.6,4.1,9.1,2.5,5,2693,0.4,5.6,57.9,5.7,14,23.6,14,3.5,0.9,1.8,-0.7,2.1,-0.4,0.9,3.6,1.1,0.8,3.2,0.7,1.2,5,0,0.6591,56,6.7,6.7,3.2,34.1,109.6,94.2,1.2,6,1.1,0,0.3,0.8,0.7,0.4,1.9,-0.8,1.8,0,1,0.8,1.2,0.6,1.4,0.4,-0.7,0,-1.5,0.8,-1.3,0.6,-1.1,0.4,2.1,0,1.7,0.4,1.7,0.4,1.9,0.2,-0.4,0,-0.8,0.4,-0.8,0.4,-0.6,0.2,0.7,0,-0.9,1.6,-0.5,1.2,-1.3,2,5,0,4.75,0.25,4.75,0.25,4.75,0.25,0,0,0,0,0,0,0,0,6.4,0.3,7,-0.3,6.7,0,7.2,-0.5,34.1,0,34,0.1,33.8,0.3,33.7,0.4,109.6,0,106.9,2.7,100.2,9.4,102,7.6,13,-7,12,-6,11,-5,2,4,0
1/1/2000,3.4,2,1.1,4.6,4.1,9.1,2.5,5,2693,0.4,5.6,57.9,5.7,14,23.6,14,3.5,0.9,1.9,-0.6,2.3,-0.2,0.6,2.4,-0.1,0.6,2.4,-0.1,1.4,5.5,0.5,0.6315,54.5,6.8,6.6,3.1,34,109.6,94.2,1.2,15,1.1,0,0.3,0.8,0.7,0.4,1.9,-0.8,1.8,0.1,1.8,0.1,1,0.9,1.5,0.4,-0.7,0.1,-0.7,0.1,-1.5,0.9,-1,0.4,2.1,0.2,2.1,0.2,1.7,0.6,1.7,0.6,-0.4,0.2,-0.4,0.2,-0.8,0.6,-0.8,0.6,0.7,-0.8,0.7,-0.8,-0.9,0.8,-0.9,0.8,5,0.5,5,0.5,4.75,0.75,4.75,0.75,0,0.5,0.25,0.25,0,0.5,0,0.5,6.7,0.1,6.8,0,6.7,0.1,7.1,-0.3,34.1,-0.1,34,0,33.8,0.2,33.8,0.2,109.6,0,106.9,2.7,100.2,9.4,102,7.6,6,9,13,2,12,3,17,-2,1
1/2/2000,1.6,1.1,1.7,5.1,5.2,5.4,2.1,4.6,1394,-0.2,4.6,57.9,5.8,13.8,23.7,14.9,6.2,0.9,1.9,-0.6,2.3,-0.2,0.6,2.4,-0.1,0.6,2.4,-0.1,1.4,5.5,0,0.6067,53.1,6.6,6.5,3,33.9,118.1,100.3,1.3,2,1.1,0.6,1.1,0.6,0.3,1.4,1.6,0.1,1.9,0,1.8,0.1,1,0.9,1.5,0.4,-0.6,0,-0.7,0.1,-1.5,0.9,-1,0.4,2.3,0,2.1,0.2,1.7,0.6,1.7,0.6,-0.2,0,-0.4,0.2,-0.8,0.6,-0.8,0.6,-0.1,0,0.7,-0.8,-0.9,0.8,-0.9,0.8,5.5,0,5,0.5,4.75,0.75,4.75,0.75,0.5,-0.5,0,0,0,0,0,0,6.8,-0.2,6.4,0.2,6.9,-0.3,7.1,-0.5,34,-0.1,34.1,-0.2,33.9,0,33.8,0.1,109.6,8.5,109.6,8.5,106.9,11.2,87.2,30.9,15,-13,13,-11,9,-7,17,-15,0
1/3/2000,1.6,1.1,1.7,5.1,5.2,5.4,2.1,4.6,1394,-0.2,4.6,57.9,5.8,13.8,23.7,14.9,6.2,0.9,1.9,-0.6,2.3,-0.2,0.6,2.4,-0.1,0.6,2.4,-0.1,1.4,5.75,0.25,0.6073,52.5,6.6,6.5,2.8,33.8,118.1,100.3,1.3,3,1.7,0,1.1,0.6,0.3,1.4,1.6,0.1,1.9,0,1.8,0.1,1,0.9,1.5,0.4,-0.6,0,-0.7,0.1,-1.5,0.9,-1,0.4,2.3,0,2.1,0.2,1.7,0.6,1.7,0.6,-0.2,0,-0.4,0.2,-0.8,0.6,-0.8,0.6,-0.1,0,0.7,-0.8,-0.9,0.8,-0.9,0.8,5.5,0.25,5,0.75,4.75,1,4.75,1,0,0.25,0,0.25,0,0.25,0,0.25,6.6,0,6.7,-0.1,7,-0.4,7,-0.4,33.9,-0.1,34.1,-0.3,34,-0.2,33.8,0,118.1,0,109.6,8.5,106.9,11.2,87.2,30.9,2,1,6,-3,12,-9,13,-10,1
1/4/2000,1.6,1.1,1.7,5.1,5.2,5.4,2.1,4.6,1394,-0.2,4.6,57.9,5.8,13.8,23.7,14.9,6.2,0.9,2.8,0.3,2.5,0,0.9,3.6,1.1,0.7,2.8,0.3,1.9,6,0.25,0.58,51.4,6.4,6.4,2.7,33.8,118.1,100.3,1.3,-2,1.7,0,1.1,0.6,0.3,1.4,1.6,0.1,1.9,0.9,1.9,0.9,1.8,1,1.2,1.6,-0.6,0.9,-0.6,0.9,-0.7,1,-1.3,1.6,2.3,0.2,2.3,0.2,2.1,0.4,1.7,0.8,-0.2,0.2,-0.2,0.2,-0.4,0.4,-0.8,0.8,-0.1,0.4,-0.1,0.4,0.7,-0.4,-0.5,0.8,5.75,0.25,5.5,0.5,5,1,4.75,1.25,0.25,0,0.5,-0.25,0.25,0,0,0.25,6.6,-0.2,6.8,-0.4,6.8,-0.4,7,-0.6,33.8,0,34,-0.2,34,-0.2,33.8,0,118.1,0,109.6,8.5,106.9,11.2,87.2,30.9,3,-5,15,-17,13,-15,15,-17,1
1/5/2000,4.8,0.9,0.4,3.5,15.6,6.9,7,5,-263,-1.2,3.8,56.8,6.3,13.3,24.1,15.9,6.5,1.8,2.8,0.3,2.5,0,0.9,3.6,1.1,0.7,2.8,0.3,1.9,6,0,0.5721,53.3,6.4,6.2,2.7,33.7,115.9,96.7,1.2,-5,1.7,-1.3,1.7,-1.3,1.1,-0.7,0.7,-0.3,2.8,0,1.9,0.9,1.8,1,1.2,1.6,0.3,0,-0.6,0.9,-0.7,1,-1.3,1.6,2.5,0,2.3,0.2,2.1,0.4,1.7,0.8,0,0,-0.2,0.2,-0.4,0.4,-0.8,0.8,0.3,0,-0.1,0.4,0.7,-0.4,-0.5,0.8,6,0,5.5,0.5,5,1,4.75,1.25,0.25,-0.25,0,0,0,0,0,0,6.4,0,6.6,-0.2,6.4,0,7,-0.6,33.8,-0.1,33.9,-0.2,34.1,-0.4,33.8,-0.1,118.1,-2.2,118.1,-2.2,109.6,6.3,100.2,15.7,-2,-3,2,-7,13,-18,16,-21,0
1/6/2000,4.8,0.9,0.4,3.5,15.6,6.9,7,5,-263,-1.2,3.8,56.8,6.3,13.3,24.1,15.9,6.5,1.8,2.8,0.3,2.5,0,0.9,3.6,1.1,0.7,2.8,0.3,1.9,6,0,0.5996,52.7,6.1,6.1,2.7,33.6,115.9,96.7,1.2,-2,0.4,0,1.7,-1.3,1.1,-0.7,0.7,-0.3,2.8,0,1.9,0.9,1.8,1,1.2,1.6,0.3,0,-0.6,0.9,-0.7,1,-1.3,1.6,2.5,0,2.3,0.2,2.1,0.4,1.7,0.8,0,0,-0.2,0.2,-0.4,0.4,-0.8,0.8,0.3,0,-0.1,0.4,0.7,-0.4,-0.5,0.8,6,0,5.75,0.25,5,1,4.75,1.25,0,0,0.25,-0.25,0,0,0,0,6.4,-0.3,6.6,-0.5,6.7,-0.6,6.7,-0.6,33.7,-0.1,33.8,-0.2,34.1,-0.5,33.8,-0.2,115.9,0,118.1,-2.2,109.6,6.3,100.2,15.7,-5,3,3,-5,6,-8,11,-13,0
1/7/2000,4.8,0.9,0.4,3.5,15.6,6.9,7,5,-263,-1.2,3.8,56.8,6.3,13.3,24.1,15.9,6.5,1.8,3.1,0.6,2.6,0.1,0.7,2.8,0.3,0.5,2,-0.5,3.5,6.25,0.25,0.5805,52.2,6,6.1,2.6,33.6,115.9,96.7,1.2,9,0.4,0,1.7,-1.3,1.1,-0.7,0.7,-0.3,2.8,0.3,2.8,0.3,1.9,1.2,1,2.1,0.3,0.3,0.3,0.3,-0.6,1.2,-1.5,2.1,2.5,0.1,2.5,0.1,2.3,0.3,1.7,0.9,0,0.1,0,0.1,-0.2,0.3,-0.8,0.9,0.3,-0.8,0.3,-0.8,-0.1,-0.4,-0.9,0.4,6,0.25,6,0.25,5.5,0.75,4.75,1.5,0,0.25,0.25,0,0.5,-0.25,0,0.25,6.1,-0.1,6.4,-0.4,6.8,-0.8,6.7,-0.7,33.6,0,33.8,-0.2,34,-0.4,33.8,-0.2,115.9,0,118.1,-2.2,109.6,6.3,100.2,15.7,-2,11,-2,11,15,-6,12,-3,1
1/8/2000,2.5,0.4,0.9,3.7,24.2,7,4,5.4,-706,-1.2,4,57,6.7,13.7,24,16.3,0.8,-1.4,3.1,0.6,2.6,0.1,0.7,2.8,0.3,0.5,2,-0.5,3.5,6.25,0,0.5765,49.9,6.1,6,2.2,33.5,114.4,99.5,1.2,14,0.4,0.5,0.4,0.5,1.7,-0.8,0.3,0.6,3.1,0,2.8,0.3,1.9,1.2,1,2.1,0.6,0,0.3,0.3,-0.6,1.2,-1.5,2.1,2.6,0,2.5,0.1,2.3,0.3,1.7,0.9,0.1,0,0,0.1,-0.2,0.3,-0.8,0.9,-0.5,0,0.3,-0.8,-0.1,-0.4,-0.9,0.4,6.25,0,6,0.25,5.5,0.75,4.75,1.5,0.25,-0.25,0,0,0,0,0,0,6,0.1,6.4,-0.3,6.6,-0.5,6.9,-0.8,33.6,-0.1,33.7,-0.2,33.9,-0.4,33.9,-0.4,115.9,-1.5,115.9,-1.5,118.1,-3.7,106.9,7.5,9,5,-5,19,2,12,9,5,0
1/9/2000,2.5,0.4,0.9,3.7,24.2,7,4,5.4,-706,-1.2,4,57,6.7,13.7,24,16.3,0.8,-1.4,3.1,0.6,2.6,0.1,0.7,2.8,0.3,0.5,2,-0.5,3.5,6.25,0,0.545,48.2,6,6,1.6,33.5,114.4,99.5,1.2,2,0.9,0,0.4,0.5,1.7,-0.8,0.3,0.6,3.1,0,2.8,0.3,1.9,1.2,1,2.1,0.6,0,0.3,0.3,-0.6,1.2,-1.5,2.1,2.6,0,2.5,0.1,2.3,0.3,1.7,0.9,0.1,0,0,0.1,-0.2,0.3,-0.8,0.9,-0.5,0,0.3,-0.8,-0.1,-0.4,-0.9,0.4,6.25,0,6,0.25,5.75,0.5,4.75,1.5,0,0,0,0,0.25,-0.25,0,0,6.1,-0.1,6.1,-0.1,6.6,-0.6,7,-1,33.5,0,33.6,-0.1,33.8,-0.3,34,-0.5,114.4,0,115.9,-1.5,118.1,-3.7,106.9,7.5,14,-12,-2,4,3,-1,12,-10,0
1/10/2000,2.5,0.4,0.9,3.7,24.2,7,4,5.4,-706,-1.2,4,57,6.7,13.7,24,16.3,0.8,-1.4,6.1,3.6,2.4,-0.1,3.8,15.2,12.7,0.6,2.4,-0.1,2.1,6.25,0,0.5227,49.2,6,6.1,1,33.5,114.4,99.5,1.2,0,0.9,0,0.4,0.5,1.7,-0.8,0.3,0.6,3.1,3,3.1,3,2.8,3.3,1.8,4.3,0.6,3,0.6,3,0.3,3.3,-0.7,4.3,2.6,-0.2,2.6,-0.2,2.5,-0.1,2.1,0.3,0.1,-0.2,0.1,-0.2,0,-0.1,-0.4,0.3,-0.5,0.4,-0.5,0.4,0.3,-0.4,0.7,-0.8,6.25,0,6.25,0,6,0.25,5,1.25,0,0,0.25,-0.25,0.25,-0.25,0.25,-0.25,6,0,6,0,6.4,-0.4,6.8,-0.8,33.5,0,33.6,-0.1,33.8,-0.3,34,-0.5,114.4,0,115.9,-1.5,118.1,-3.7,106.9,7.5,2,-2,9,-9,-2,2,13,-13,0
1/11/2000,2.5,-0.5,0.2,3.6,-7.2,5.6,3.1,2.7,-326,-1,1.7,57.6,5.4,13.7,23.4,16.4,7.2,4.1,6.1,3.6,2.4,-0.1,3.8,15.2,12.7,0.6,2.4,-0.1,2.1,6.25,0,0.5372,51.6,6.3,6.1,0.5,33.5,114.8,98.6,1.2,-4,0.9,-0.7,0.9,-0.7,0.4,-0.2,1.1,-0.9,6.1,0,3.1,3,2.8,3.3,1.8,4.3,3.6,0,0.6,3,0.3,3.3,-0.7,4.3,2.4,0,2.6,-0.2,2.5,-0.1,2.1,0.3,-0.1,0,0.1,-0.2,0,-0.1,-0.4,0.3,-0.1,0,-0.5,0.4,0.3,-0.4,0.7,-0.8,6.25,0,6.25,0,6,0.25,5,1.25,0,0,0,0,0,0,0,0,6,0.3,6.1,0.2,6.4,-0.1,6.4,-0.1,33.5,0,33.5,0,33.7,-0.2,34.1,-0.6,114.4,0.4,114.4,0.4,115.9,-1.1,109.6,5.2,0,-4,14,-18,-5,1,13,-17,0
1/12/2000,2.5,-0.5,0.2,3.6,-7.2,5.6,3.1,2.7,-326,-1,1.7,57.6,5.4,13.7,23.4,16.4,7.2,4.1,6.1,3.6,2.4,-0.1,3.8,15.2,12.7,0.6,2.4,-0.1,2.1,6.25,0,0.5592,51.1,6.2,6.2,0.2,33.5,114.8,98.6,1.2,-1,0.2,0,0.9,-0.7,0.4,-0.2,1.1,-0.9,6.1,0,3.1,3,2.8,3.3,1.8,4.3,3.6,0,0.6,3,0.3,3.3,-0.7,4.3,2.4,0,2.6,-0.2,2.5,-0.1,2.1,0.3,-0.1,0,0.1,-0.2,0,-0.1,-0.4,0.3,-0.1,0,-0.5,0.4,0.3,-0.4,0.7,-0.8,6.25,0,6.25,0,6,0.25,5,1.25,0,0,0,0,0,0,0,0,6.3,-0.1,6,0.2,6.1,0.1,6.7,-0.5,33.5,0,33.5,0,33.6,-0.1,34.1,-0.6,114.8,0,114.4,0.4,115.9,-1.1,109.6,5.2,-4,3,2,-3,-2,1,6,-7,0
1/1/2001,2.5,-0.5,0.2,3.6,-7.2,5.6,3.1,2.7,-326,-1,1.7,57.6,5.4,13.7,23.4,16.4,7.2,4.1,5.8,3.3,2.4,-0.1,0.3,1.2,-1.3,0.6,2.4,-0.1,2.6,5.75,-0.5,0.554,49.3,6.1,6.3,0,33.5,114.8,98.6,1.2,5,0.2,0,0.9,-0.7,0.4,-0.2,1.1,-0.9,6.1,-0.3,6.1,-0.3,3.1,2.7,1.9,3.9,3.6,-0.3,3.6,-0.3,0.6,2.7,-0.6,3.9,2.4,0,2.4,0,2.6,-0.2,2.3,0.1,-0.1,0,-0.1,0,0.1,-0.2,-0.2,0.1,-0.1,0,-0.1,0,-0.5,0.4,-0.1,0,6.25,-0.5,6.25,-0.5,6.25,-0.5,5.5,0.25,0,-0.5,0,-0.5,0.25,-0.75,0.5,-1,6.2,-0.1,6,0.1,6,0.1,6.8,-0.7,33.5,0,33.5,0,33.6,-0.1,34,-0.5,114.8,0,114.4,0.4,115.9,-1.1,109.6,5.2,-1,6,0,5,9,-4,15,-10,-1
1/2/2001,6.7,0.8,-0.4,2.9,-22.8,-4,-0.3,-0.6,2441,0.3,-0.3,58.4,4.6,12.8,23.2,15.6,2.8,0.2,5.8,3.3,2.4,-0.1,0.3,1.2,-1.3,0.6,2.4,-0.1,2.6,5.5,-0.25,0.5262,47.4,6.5,6.4,0,33.4,99.7,85.6,1,3,0.2,-0.6,0.2,-0.6,0.9,-1.3,1.7,-2.1,5.8,0,6.1,-0.3,3.1,2.7,1.9,3.9,3.3,0,3.6,-0.3,0.6,2.7,-0.6,3.9,2.4,0,2.4,0,2.6,-0.2,2.3,0.1,-0.1,0,-0.1,0,0.1,-0.2,-0.2,0.1,-0.1,0,-0.1,0,-0.5,0.4,-0.1,0,5.75,-0.25,6.25,-0.75,6.25,-0.75,5.5,0,-0.5,0.25,0,-0.25,0,-0.25,0,-0.25,6.1,0.4,6.3,0.2,6.1,0.4,6.6,-0.1,33.5,-0.1,33.5,-0.1,33.5,-0.1,33.9,-0.5,114.8,-15.1,114.8,-15.1,114.4,-14.7,118.1,-18.4,5,-2,-4,7,14,-11,2,1,-1
