Date,Year-ended non-farm average earnings per hour growth,Year-ended non-farm labour productivity per hour growth,GDPGrowth,Year-ended household consumption growth,Year-ended dwelling investment growth,Year-ended business investment growth,Year-ended public demand growth,Year-ended domestic final demand growth,Changes in inventories,Changes in inventories contribution to GDP year-ended growth,Year-ended gross national expenditure growth,Household consumption share of output,Dwelling investment share of output,Business investment share of output,Public demand share of output,Private non-financial corporations GOS share of output,Year-ended real household disposable income growth,Household saving ratio,Year-ended inflation,Year-ended inflation target,Year-ended trimmed mean inflation,Year-ended trimmed mean inflation taget,Quarterly inflation,Quarterly inflation annualised,Quarterly inflation annualised target,Quarterly trimmed mean inflation,Quarterly trimmed mean inflation annualised,Quarterly trimmed mean inflation annualised target,Business inflation expectations 3-months ahead,Interest rate,IntRateChange,USDAUD,TWI,Unemployment rate,Unemployment rate trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio,Consumer Sentiment,GDPGrowth_LAG_1,GDPGrowth_DELTA_1,GDPGrowth_LAG_3,GDPGrowth_DELTA_3,GDPGrowth_LAG_6,GDPGrowth_DELTA_6,GDPGrowth_LAG_12,GDPGrowth_DELTA_12,Year-ended inflation_LAG_1,Year-ended inflation_DELTA_1,Year-ended inflation_LAG_3,Year-ended inflation_DELTA_3,Year-ended inflation_LAG_6,Year-ended inflation_DELTA_6,Year-ended inflation_LAG_12,Year-ended inflation_DELTA_12,Year-ended inflation target_LAG_1,Year-ended inflation target_DELTA_1,Year-ended inflation target_LAG_3,Year-ended inflation target_DELTA_3,Year-ended inflation target_LAG_6,Year-ended inflation target_DELTA_6,Year-ended inflation target_LAG_12,Year-ended inflation target_DELTA_12,Year-ended trimmed mean inflation_LAG_1,Year-ended trimmed mean inflation_DELTA_1,Year-ended trimmed mean inflation_LAG_3,Year-ended trimmed mean inflation_DELTA_3,Year-ended trimmed mean inflation_LAG_6,Year-ended trimmed mean inflation_DELTA_6,Year-ended trimmed mean inflation_LAG_12,Year-ended trimmed mean inflation_DELTA_12,Year-ended trimmed mean inflation taget_LAG_1,Year-ended trimmed mean inflation taget_DELTA_1,Year-ended trimmed mean inflation taget_LAG_3,Year-ended trimmed mean inflation taget_DELTA_3,Year-ended trimmed mean inflation taget_LAG_6,Year-ended trimmed mean inflation taget_DELTA_6,Year-ended trimmed mean inflation taget_LAG_12,Year-ended trimmed mean inflation taget_DELTA_12,Quarterly trimmed mean inflation annualised target_LAG_1,Quarterly trimmed mean inflation annualised target_DELTA_1,Quarterly trimmed mean inflation annualised target_LAG_3,Quarterly trimmed mean inflation annualised target_DELTA_3,Quarterly trimmed mean inflation annualised target_LAG_6,Quarterly trimmed mean inflation annualised target_DELTA_6,Quarterly trimmed mean inflation annualised target_LAG_12,Quarterly trimmed mean inflation annualised target_DELTA_12,Interest rate_LAG_1,Interest rate_DELTA_1,Interest rate_LAG_3,Interest rate_DELTA_3,Interest rate_LAG_6,Interest rate_DELTA_6,Interest rate_LAG_12,Interest rate_DELTA_12,IntRateChange_LAG_1,IntRateChange_DELTA_1,IntRateChange_LAG_3,IntRateChange_DELTA_3,IntRateChange_LAG_6,IntRateChange_DELTA_6,IntRateChange_LAG_12,IntRateChange_DELTA_12,Unemployment rate_LAG_1,Unemployment rate_DELTA_1,Unemployment rate_LAG_3,Unemployment rate_DELTA_3,Unemployment rate_LAG_6,Unemployment rate_DELTA_6,Unemployment rate_LAG_12,Unemployment rate_DELTA_12,Average hours worked trend_LAG_1,Average hours worked trend_DELTA_1,Average hours worked trend_LAG_3,Average hours worked trend_DELTA_3,Average hours worked trend_LAG_6,Average hours worked trend_DELTA_6,Average hours worked trend_LAG_12,Average hours worked trend_DELTA_12,Job vacancies_LAG_1,Job vacancies_DELTA_1,Job vacancies_LAG_3,Job vacancies_DELTA_3,Job vacancies_LAG_6,Job vacancies_DELTA_6,Job vacancies_LAG_12,Job vacancies_DELTA_12,Consumer Sentiment_LAG_1,Consumer Sentiment_DELTA_1,Consumer Sentiment_LAG_3,Consumer Sentiment_DELTA_3,Consumer Sentiment_LAG_6,Consumer Sentiment_DELTA_6,Consumer Sentiment_LAG_12,Consumer Sentiment_DELTA_12,IntRateChangeCoded
1/8/2017,0.1,-0.6,0.6,2.4,-1.8,1.4,5.3,2.8,-1532,-0.6,2.2,55.3,5.9,12.1,24.8,17.7,1.1,4.9,1.9,-0.6,1.7,-0.8,0.4,1.6,-0.9,0.5,2,-0.5,1.6,1.5,0,0.798,66.2,5.5,5.5,2.9,32,200.1,180.3,1.5,-5,0.4,0.2,0.4,0.2,1.1,-0.5,0.7,-0.1,1.9,0,2.1,-0.2,1.5,0.4,1,0.9,-0.6,0,-0.4,-0.2,-1,0.4,-1.5,0.9,1.7,0,1.7,0,1.5,0.2,1.6,0.1,-0.8,0,-0.8,0,-1,0.2,-0.9,0.1,-0.5,0,-0.5,0,-0.9,0.4,-0.5,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.6,-0.1,5.6,-0.1,5.9,-0.4,5.6,-0.1,32,0,32,0,32,0,31.8,0.2,185.8,14.3,185.8,14.3,185.1,15,177.1,23,-3,-2,-2,-3,0,-5,1,-6,0
1/9/2017,0.1,-0.6,0.6,2.4,-1.8,1.4,5.3,2.8,-1532,-0.6,2.2,55.3,5.9,12.1,24.8,17.7,1.1,4.9,1.9,-0.6,1.7,-0.8,0.4,1.6,-0.9,0.5,2,-0.5,1.6,1.5,0,0.7825,64.9,5.5,5.5,3.1,32,200.1,180.3,1.5,-2,0.6,0,0.4,0.2,1.1,-0.5,0.7,-0.1,1.9,0,2.1,-0.2,1.5,0.4,1,0.9,-0.6,0,-0.4,-0.2,-1,0.4,-1.5,0.9,1.7,0,1.7,0,1.5,0.2,1.6,0.1,-0.8,0,-0.8,0,-1,0.2,-0.9,0.1,-0.5,0,-0.5,0,-0.9,0.4,-0.5,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.5,0,5.6,-0.1,5.8,-0.3,5.7,-0.2,32,0,32,0,32,0,31.9,0.1,200.1,0,185.8,14.3,185.1,15,177.1,23,-5,3,-4,2,0,-2,1,-3,0
1/10/2017,0.1,-0.6,0.6,2.4,-1.8,1.4,5.3,2.8,-1532,-0.6,2.2,55.3,5.9,12.1,24.8,17.7,1.1,4.9,1.8,-0.7,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,0.8,1.5,0,0.7676,63.6,5.4,5.5,3.1,32,200.1,180.3,1.5,1,0.6,0,0.4,0.2,1.1,-0.5,0.7,-0.1,1.9,-0.1,1.9,-0.1,2.1,-0.3,1.3,0.5,-0.6,-0.1,-0.6,-0.1,-0.4,-0.3,-1.2,0.5,1.7,0,1.7,0,1.7,0,1.6,0.1,-0.8,0,-0.8,0,-0.8,0,-0.9,0.1,-0.5,-0.4,-0.5,-0.4,-0.5,-0.4,-1.3,0.4,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.5,-0.1,5.6,-0.2,5.6,-0.2,5.6,-0.2,32,0,32,0,32,0,31.9,0.1,200.1,0,185.8,14.3,185.1,15,177.1,23,-2,3,-3,4,-1,2,2,-1,0
1/11/2017,0.2,-0.1,0.9,2.5,-2,9.6,4.9,3.6,673,-0.3,3.3,55,5.8,12.5,24.7,17.8,1.4,4.7,1.8,-0.7,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,0.8,1.5,0,0.7624,64.9,5.5,5.5,3.1,31.9,205.1,186.7,1.6,0,0.6,0.3,0.6,0.3,0.4,0.5,0,0.9,1.8,0,1.9,-0.1,2.1,-0.3,1.3,0.5,-0.7,0,-0.6,-0.1,-0.4,-0.3,-1.2,0.5,1.7,0,1.7,0,1.7,0,1.6,0.1,-0.8,0,-0.8,0,-0.8,0,-0.9,0.1,-0.9,0,-0.5,-0.4,-0.5,-0.4,-1.3,0.4,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.4,0.1,5.5,0,5.6,-0.1,5.8,-0.3,32,-0.1,32,-0.1,32,-0.1,32,-0.1,200.1,5,200.1,5,185.8,19.3,182.4,22.7,1,-1,-5,5,-2,2,1,-1,0
1/12/2017,0.2,-0.1,0.9,2.5,-2,9.6,4.9,3.6,673,-0.3,3.3,55,5.8,12.5,24.7,17.8,1.4,4.7,1.8,-0.7,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,0.8,1.5,0,0.7824,65.6,5.6,5.5,2.9,31.9,205.1,186.7,1.6,3,0.9,0,0.6,0.3,0.4,0.5,0,0.9,1.8,0,1.9,-0.1,2.1,-0.3,1.3,0.5,-0.7,0,-0.6,-0.1,-0.4,-0.3,-1.2,0.5,1.7,0,1.7,0,1.7,0,1.6,0.1,-0.8,0,-0.8,0,-0.8,0,-0.9,0.1,-0.9,0,-0.5,-0.4,-0.5,-0.4,-1.3,0.4,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.5,0.1,5.5,0.1,5.6,0,5.8,-0.2,31.9,0,32,-0.1,32,-0.1,32,-0.1,205.1,0,200.1,5,185.8,19.3,182.4,22.7,0,3,-2,5,-4,7,-3,6,0
1/1/2018,0.2,-0.1,0.9,2.5,-2,9.6,4.9,3.6,673,-0.3,3.3,55,5.8,12.5,24.7,17.8,1.4,4.7,1.9,-0.6,1.7,-0.8,0.7,2.8,0.3,0.4,1.6,-0.9,1.2,1.5,0,0.8028,63.6,5.5,5.5,2.8,31.9,205.1,186.7,1.6,5,0.9,0,0.6,0.3,0.4,0.5,0,0.9,1.8,0.1,1.8,0.1,1.9,0,1.5,0.4,-0.7,0.1,-0.7,0.1,-0.6,0,-1,0.4,1.7,0,1.7,0,1.7,0,1.5,0.2,-0.8,0,-0.8,0,-0.8,0,-1,0.2,-0.9,0,-0.9,0,-0.5,-0.4,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.6,-0.1,5.4,0.1,5.6,-0.1,5.7,-0.2,31.9,0,32,-0.1,32,-0.1,32,-0.1,205.1,0,200.1,5,185.8,19.3,182.4,22.7,3,2,1,4,-3,8,-3,8,0
1/2/2018,1.7,-0.8,0.4,2.7,-4,7.5,5.3,3.3,509,0.1,3.4,55.5,5.8,12.5,25,17.7,2.5,5.2,1.9,-0.6,1.7,-0.8,0.7,2.8,0.3,0.4,1.6,-0.9,1.2,1.5,0,0.7762,62.3,5.6,5.5,2.6,31.9,213.1,193.4,1.6,3,0.9,-0.5,0.9,-0.5,0.6,-0.2,1.1,-0.7,1.9,0,1.8,0.1,1.9,0,1.5,0.4,-0.6,0,-0.7,0.1,-0.6,0,-1,0.4,1.7,0,1.7,0,1.7,0,1.5,0.2,-0.8,0,-0.8,0,-0.8,0,-1,0.2,-0.9,0,-0.9,0,-0.5,-0.4,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.5,0.1,5.5,0.1,5.5,0.1,5.9,-0.3,31.9,0,31.9,0,32,-0.1,32,-0.1,205.1,8,205.1,8,200.1,13,185.1,28,5,-2,0,3,-5,8,0,3,0
1/3/2018,1.7,-0.8,0.4,2.7,-4,7.5,5.3,3.3,509,0.1,3.4,55.5,5.8,12.5,25,17.7,2.5,5.2,1.9,-0.6,1.7,-0.8,0.7,2.8,0.3,0.4,1.6,-0.9,1.2,1.5,0,0.7658,62.1,5.5,5.5,2.5,31.9,213.1,193.4,1.6,3,0.4,0,0.9,-0.5,0.6,-0.2,1.1,-0.7,1.9,0,1.8,0.1,1.9,0,1.5,0.4,-0.6,0,-0.7,0.1,-0.6,0,-1,0.4,1.7,0,1.7,0,1.7,0,1.5,0.2,-0.8,0,-0.8,0,-0.8,0,-1,0.2,-0.9,0,-0.9,0,-0.5,-0.4,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.6,-0.1,5.6,-0.1,5.5,0,5.8,-0.3,31.9,0,31.9,0,32,-0.1,32,-0.1,213.1,0,205.1,8,200.1,13,185.1,28,3,0,3,0,-2,5,0,3,0
1/4/2018,1.7,-0.8,0.4,2.7,-4,7.5,5.3,3.3,509,0.1,3.4,55.5,5.8,12.5,25,17.7,2.5,5.2,1.9,-0.6,1.7,-0.8,0.5,2,-0.5,0.5,2,-0.5,1.4,1.5,0,0.7488,62.8,5.5,5.5,2.4,31.9,213.1,193.4,1.6,2,0.4,0,0.9,-0.5,0.6,-0.2,1.1,-0.7,1.9,0,1.9,0,1.8,0.1,2.1,-0.2,-0.6,0,-0.6,0,-0.7,0.1,-0.4,-0.2,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.9,0.4,-0.9,0.4,-0.9,0.4,-0.5,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.5,0,5.5,0,5.4,0.1,5.6,-0.1,31.9,0,31.9,0,32,-0.1,32,-0.1,213.1,0,205.1,8,200.1,13,185.1,28,3,-1,5,-3,1,1,-1,3,0
1/5/2018,2.8,0.6,1.1,2.8,3.1,5,5.7,3.6,612,-0.2,3.4,55.1,5.9,12.3,25,18.2,2.1,5.1,1.9,-0.6,1.7,-0.8,0.5,2,-0.5,0.5,2,-0.5,1.4,1.5,0,0.7566,62.6,5.4,5.4,2.3,31.9,223.5,203,1.7,2,0.4,0.7,0.4,0.7,0.9,0.2,0.4,0.7,1.9,0,1.9,0,1.8,0.1,2.1,-0.2,-0.6,0,-0.6,0,-0.7,0.1,-0.4,-0.2,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.5,0,-0.9,0.4,-0.9,0.4,-0.5,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.5,-0.1,5.6,-0.2,5.5,-0.1,5.6,-0.2,31.9,0,31.9,0,31.9,0,32,-0.1,213.1,10.4,213.1,10.4,205.1,18.4,185.8,37.7,2,0,3,-1,0,2,-2,4,0
1/6/2018,2.8,0.6,1.1,2.8,3.1,5,5.7,3.6,612,-0.2,3.4,55.1,5.9,12.3,25,18.2,2.1,5.1,1.9,-0.6,1.7,-0.8,0.5,2,-0.5,0.5,2,-0.5,1.4,1.5,0,0.7322,63.5,5.3,5.4,2.3,31.9,223.5,203,1.7,2,1.1,0,0.4,0.7,0.9,0.2,0.4,0.7,1.9,0,1.9,0,1.8,0.1,2.1,-0.2,-0.6,0,-0.6,0,-0.7,0.1,-0.4,-0.2,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.5,0,-0.9,0.4,-0.9,0.4,-0.5,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.4,-0.1,5.5,-0.2,5.6,-0.3,5.6,-0.3,31.9,0,31.9,0,31.9,0,32,-0.1,223.5,0,213.1,10.4,205.1,18.4,185.8,37.7,2,0,3,-1,3,-1,-4,6,0
1/7/2018,2.8,0.6,1.1,2.8,3.1,5,5.7,3.6,612,-0.2,3.4,55.1,5.9,12.3,25,18.2,2.1,5.1,2.1,-0.4,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,2,1.5,0,0.7402,62.2,5.3,5.3,2.2,31.9,223.5,203,1.7,6,1.1,0,0.4,0.7,0.9,0.2,0.4,0.7,1.9,0.2,1.9,0.2,1.9,0.2,1.9,0.2,-0.6,0.2,-0.6,0.2,-0.6,0.2,-0.6,0.2,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.5,-0.4,-0.5,-0.4,-0.9,0,-0.5,-0.4,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.3,0,5.5,-0.2,5.5,-0.2,5.6,-0.3,31.9,0,31.9,0,31.9,0,32,-0.1,223.5,0,213.1,10.4,205.1,18.4,185.8,37.7,2,4,2,4,5,1,-3,9,0
1/8/2018,1.9,0.6,0.7,3,5.4,3.8,3.5,3.1,2092,0.7,3.8,54.9,6.1,12.1,24.8,18,3.1,5.1,2.1,-0.4,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,2,1.5,0,0.7174,62.2,5.2,5.2,2,31.9,227.1,206.5,1.7,4,1.1,-0.4,1.1,-0.4,0.4,0.3,0.6,0.1,2.1,0,1.9,0.2,1.9,0.2,1.9,0.2,-0.4,0,-0.6,0.2,-0.6,0.2,-0.6,0.2,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.9,0,-0.5,-0.4,-0.9,0,-0.5,-0.4,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.3,-0.1,5.4,-0.2,5.6,-0.4,5.5,-0.3,31.9,0,31.9,0,31.9,0,32,-0.1,223.5,3.6,223.5,3.6,213.1,14,200.1,27,6,-2,2,2,3,1,-5,9,0
1/9/2018,1.9,0.6,0.7,3,5.4,3.8,3.5,3.1,2092,0.7,3.8,54.9,6.1,12.1,24.8,18,3.1,5.1,2.1,-0.4,1.7,-0.8,0.4,1.6,-0.9,0.4,1.6,-0.9,2,1.5,0,0.7223,61.9,5,5.2,1.9,31.8,227.1,206.5,1.7,1,0.7,0,1.1,-0.4,0.4,0.3,0.6,0.1,2.1,0,1.9,0.2,1.9,0.2,1.9,0.2,-0.4,0,-0.6,0.2,-0.6,0.2,-0.6,0.2,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.9,0,-0.5,-0.4,-0.9,0,-0.5,-0.4,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.2,-0.2,5.3,-0.3,5.5,-0.5,5.5,-0.5,31.9,-0.1,31.9,-0.1,31.9,-0.1,32,-0.2,227.1,0,223.5,3.6,213.1,14,200.1,27,4,-3,2,-1,3,-2,-2,3,0
1/10/2018,1.9,0.6,0.7,3,5.4,3.8,3.5,3.1,2092,0.7,3.8,54.9,6.1,12.1,24.8,18,3.1,5.1,1.9,-0.6,1.7,-0.8,0.3,1.2,-1.3,0.4,1.6,-0.9,1.1,1.5,0,0.7189,63.3,5,5.1,1.8,31.8,227.1,206.5,1.7,1,0.7,0,1.1,-0.4,0.4,0.3,0.6,0.1,2.1,-0.2,2.1,-0.2,1.9,0,1.8,0.1,-0.4,-0.2,-0.4,-0.2,-0.6,0,-0.7,0.1,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.9,0,-0.9,0,-0.5,-0.4,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5,0,5.3,-0.3,5.5,-0.5,5.4,-0.4,31.8,0,31.9,-0.1,31.9,-0.1,32,-0.2,227.1,0,223.5,3.6,213.1,14,200.1,27,1,0,6,-5,2,-1,1,0,0
1/11/2018,2,0.2,0.4,2.5,6.1,-1.5,4.6,2.6,302,-0.1,2.5,54.4,6,11.9,25.1,18.4,2.7,5.2,1.9,-0.6,1.7,-0.8,0.3,1.2,-1.3,0.4,1.6,-0.9,1.1,1.5,0,0.736,60.7,5.1,5.1,1.8,31.8,232.4,210.7,1.7,4,0.7,-0.3,0.7,-0.3,1.1,-0.7,0.9,-0.5,1.9,0,2.1,-0.2,1.9,0,1.8,0.1,-0.6,0,-0.4,-0.2,-0.6,0,-0.7,0.1,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.9,0,-0.9,0,-0.5,-0.4,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5,0.1,5.2,-0.1,5.4,-0.3,5.5,-0.4,31.8,0,31.9,-0.1,31.9,-0.1,31.9,-0.1,227.1,5.3,227.1,5.3,223.5,8.9,205.1,27.3,1,3,4,0,2,2,0,4,0
1/12/2018,2,0.2,0.4,2.5,6.1,-1.5,4.6,2.6,302,-0.1,2.5,54.4,6,11.9,25.1,18.4,2.7,5.2,1.9,-0.6,1.7,-0.8,0.3,1.2,-1.3,0.4,1.6,-0.9,1.1,1.5,0,0.7,61.6,5,5,1.9,31.8,232.4,210.7,1.7,4,0.4,0,0.7,-0.3,1.1,-0.7,0.9,-0.5,1.9,0,2.1,-0.2,1.9,0,1.8,0.1,-0.6,0,-0.4,-0.2,-0.6,0,-0.7,0.1,1.7,0,1.7,0,1.7,0,1.7,0,-0.8,0,-0.8,0,-0.8,0,-0.8,0,-0.9,0,-0.9,0,-0.5,-0.4,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.1,-0.1,5,0,5.3,-0.3,5.6,-0.6,31.8,0,31.8,0,31.9,-0.1,31.9,-0.1,232.4,0,227.1,5.3,223.5,8.9,205.1,27.3,4,0,1,3,2,2,3,1,0
1/1/2019,2,0.2,0.4,2.5,6.1,-1.5,4.6,2.6,302,-0.1,2.5,54.4,6,11.9,25.1,18.4,2.7,5.2,1.8,-0.7,1.8,-0.7,0.4,1.6,-0.9,0.4,1.6,-0.9,1.3,1.5,0,0.726,60.7,5,5,2.2,31.8,232.4,210.7,1.7,0,0.4,0,0.7,-0.3,1.1,-0.7,0.9,-0.5,1.9,-0.1,1.9,-0.1,2.1,-0.3,1.9,-0.1,-0.6,-0.1,-0.6,-0.1,-0.4,-0.3,-0.6,-0.1,1.7,0.1,1.7,0.1,1.7,0.1,1.7,0.1,-0.8,0.1,-0.8,0.1,-0.8,0.1,-0.8,0.1,-0.9,0,-0.9,0,-0.9,0,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5,0,5,0,5.3,-0.3,5.5,-0.5,31.8,0,31.8,0,31.9,-0.1,31.9,-0.1,232.4,0,227.1,5.3,223.5,8.9,205.1,27.3,4,-4,1,-1,6,-6,5,-5,0
1/2/2019,2.4,0.5,0.3,1.8,2.6,-2.1,4.5,1.7,215,-0.1,1.7,54.2,5.8,11.8,25.4,19,2.3,6,1.8,-0.7,1.8,-0.7,0.4,1.6,-0.9,0.4,1.6,-0.9,1.3,1.5,0,0.708,60.5,5,5,2.3,31.8,232.5,211.4,1.7,4,0.4,-0.1,0.4,-0.1,0.7,-0.4,0.4,-0.1,1.8,0,1.9,-0.1,2.1,-0.3,1.9,-0.1,-0.7,0,-0.6,-0.1,-0.4,-0.3,-0.6,-0.1,1.8,0,1.7,0.1,1.7,0.1,1.7,0.1,-0.7,0,-0.8,0.1,-0.8,0.1,-0.8,0.1,-0.9,0,-0.9,0,-0.9,0,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5,0,5.1,-0.1,5.2,-0.2,5.6,-0.6,31.8,0,31.8,0,31.9,-0.1,31.9,-0.1,232.4,0.1,232.4,0.1,227.1,5.4,213.1,19.4,0,4,4,0,4,0,3,1,0
1/3/2019,2.4,0.5,0.3,1.8,2.6,-2.1,4.5,1.7,215,-0.1,1.7,54.2,5.8,11.8,25.4,19,2.3,6,1.8,-0.7,1.8,-0.7,0.4,1.6,-0.9,0.4,1.6,-0.9,1.3,1.5,0,0.7117,60.5,5.1,5.1,2.4,31.8,232.5,211.4,1.7,-1,0.3,0,0.4,-0.1,0.7,-0.4,0.4,-0.1,1.8,0,1.9,-0.1,2.1,-0.3,1.9,-0.1,-0.7,0,-0.6,-0.1,-0.4,-0.3,-0.6,-0.1,1.8,0,1.7,0.1,1.7,0.1,1.7,0.1,-0.7,0,-0.8,0.1,-0.8,0.1,-0.8,0.1,-0.9,0,-0.9,0,-0.9,0,-0.9,0,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5,0.1,5,0.1,5,0.1,5.5,-0.4,31.8,0,31.8,0,31.8,0,31.9,-0.1,232.5,0,232.4,0.1,227.1,5.4,213.1,19.4,4,-5,4,-5,1,-2,3,-4,0
1/4/2019,2.4,0.5,0.3,1.8,2.6,-2.1,4.5,1.7,215,-0.1,1.7,54.2,5.8,11.8,25.4,19,2.3,6,1.3,-1.2,1.6,-0.9,0.1,0.4,-2.1,0.3,1.2,-1.3,1,1.5,0,0.7038,60,5.2,5.1,2.4,31.8,232.5,211.4,1.7,1,0.3,0,0.4,-0.1,0.7,-0.4,0.4,-0.1,1.8,-0.5,1.8,-0.5,1.9,-0.6,1.9,-0.6,-0.7,-0.5,-0.7,-0.5,-0.6,-0.6,-0.6,-0.6,1.8,-0.2,1.8,-0.2,1.7,-0.1,1.7,-0.1,-0.7,-0.2,-0.7,-0.2,-0.8,-0.1,-0.8,-0.1,-0.9,-0.4,-0.9,-0.4,-0.9,-0.4,-0.5,-0.8,1.5,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,5.1,0.1,5,0.2,5,0.2,5.5,-0.3,31.8,0,31.8,0,31.8,0,31.9,-0.1,232.5,0,232.4,0.1,227.1,5.4,213.1,19.4,-1,2,0,1,1,0,2,-1,0
1/5/2019,1.2,-0.8,0.6,1.3,-3,-1.8,4.1,1,580,0,1,53.7,5.6,11.8,25.3,19.6,2.7,6.6,1.3,-1.2,1.6,-0.9,0.1,0.4,-2.1,0.3,1.2,-1.3,1,1.25,-0.25,0.6955,60.1,5.2,5.2,2.2,31.7,227.2,205.1,1.7,1,0.3,0.3,0.3,0.3,0.4,0.2,1.1,-0.5,1.3,0,1.8,-0.5,1.9,-0.6,1.9,-0.6,-1.2,0,-0.7,-0.5,-0.6,-0.6,-0.6,-0.6,1.6,0,1.8,-0.2,1.7,-0.1,1.7,-0.1,-0.9,0,-0.7,-0.2,-0.8,-0.1,-0.8,-0.1,-1.3,0,-0.9,-0.4,-0.9,-0.4,-0.5,-0.8,1.5,-0.25,1.5,-0.25,1.5,-0.25,1.5,-0.25,0,-0.25,0,-0.25,0,-0.25,0,-0.25,5.2,0,5,0.2,5.1,0.1,5.4,-0.2,31.8,-0.1,31.8,-0.1,31.8,-0.1,31.9,-0.2,232.5,-5.3,232.5,-5.3,232.4,-5.2,223.5,3.7,1,0,4,-3,4,-3,2,-1,-1
1/6/2019,1.2,-0.8,0.6,1.3,-3,-1.8,4.1,1,580,0,1,53.7,5.6,11.8,25.3,19.6,2.7,6.6,1.3,-1.2,1.6,-0.9,0.1,0.4,-2.1,0.3,1.2,-1.3,1,1,-0.25,0.6963,59.5,5.3,5.2,2,31.7,227.2,205.1,1.7,1,0.6,0,0.3,0.3,0.4,0.2,1.1,-0.5,1.3,0,1.8,-0.5,1.9,-0.6,1.9,-0.6,-1.2,0,-0.7,-0.5,-0.6,-0.6,-0.6,-0.6,1.6,0,1.8,-0.2,1.7,-0.1,1.7,-0.1,-0.9,0,-0.7,-0.2,-0.8,-0.1,-0.8,-0.1,-1.3,0,-0.9,-0.4,-0.9,-0.4,-0.5,-0.8,1.25,-0.25,1.5,-0.5,1.5,-0.5,1.5,-0.5,-0.25,0,0,-0.25,0,-0.25,0,-0.25,5.2,0.1,5.1,0.2,5,0.3,5.3,0,31.7,0,31.8,-0.1,31.8,-0.1,31.9,-0.2,227.2,0,232.5,-5.3,232.4,-5.2,223.5,3.7,1,0,-1,2,4,-3,2,-1,-1
